id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:remix,npm-top,npm,remix,allowlist-match,0,342,,auto,
npm:@sveltejs/kit,npm-top,npm,@sveltejs/kit,category-d-blocked,2,375,"yieldOS bloqueó @sveltejs/kit: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:solid-js,npm-top,npm,solid-js,allowlist-match,0,370,,auto,
npm:nuxt,npm-top,npm,nuxt,allowlist-match,0,354,,auto,
npm:astro,npm-top,npm,astro,allowlist-match,0,363,,auto,
npm:gatsby,npm-top,npm,gatsby,allowlist-match,0,435,,auto,
npm:fastify,npm-top,npm,fastify,allowlist-match,0,426,,auto,
npm:redux,npm-top,npm,redux,verification-passed,0,963,,auto,
npm:koa,npm-top,npm,koa,allowlist-match,0,436,,auto,
npm:next,npm-top,npm,next,allowlist-match,0,502,,auto,
npm:hapi,npm-top,npm,hapi,category-d-blocked,2,346,"yieldOS bloqueó hapi: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:qwik,npm-top,npm,qwik,verification-passed,0,589,,auto,
npm:hono,npm-top,npm,hono,allowlist-match,0,320,,auto,
npm:express-session,npm-top,npm,express-session,category-d-blocked,2,273,"yieldOS bloqueó express-session: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:typescript,npm-top,npm,typescript,allowlist-match,0,272,,auto,
npm:body-parser,npm-top,npm,body-parser,verification-passed,0,451,yieldOS instaló body-parser con advertencias (ver log),auto,
npm:helmet,npm-top,npm,helmet,verification-passed,0,454,,auto,
npm:babel,npm-top,npm,babel,category-d-blocked,2,304,"yieldOS bloqueó babel: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/core,npm-top,npm,@babel/core,category-d-blocked,2,267,"yieldOS bloqueó @babel/core: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:compression,npm-top,npm,compression,verification-passed,0,432,,auto,
npm:morgan,npm-top,npm,morgan,verification-passed,0,510,yieldOS instaló morgan con advertencias (ver log),auto,
npm:nest,npm-top,npm,nest,verification-passed,0,682,,auto,
npm:@babel/preset-env,npm-top,npm,@babel/preset-env,category-d-blocked,2,355,"yieldOS bloqueó @babel/preset-env: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:cors,npm-top,npm,cors,verification-passed,0,691,,auto,
npm:@babel/preset-react,npm-top,npm,@babel/preset-react,category-d-blocked,2,368,"yieldOS bloqueó @babel/preset-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:eslint,npm-top,npm,eslint,allowlist-match,0,433,,auto,
npm:@babel/preset-typescript,npm-top,npm,@babel/preset-typescript,category-d-blocked,2,474,"yieldOS bloqueó @babel/preset-typescript: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@biomejs/biome,npm-top,npm,@biomejs/biome,allowlist-match,0,400,,auto,
npm:@reduxjs/toolkit,npm-top,npm,@reduxjs/toolkit,verification-passed,0,1776,,auto,
npm:vite,npm-top,npm,vite,allowlist-match,0,275,,auto,
npm:webpack-cli,npm-top,npm,webpack-cli,category-d-blocked,2,279,"yieldOS bloqueó webpack-cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:stylelint,npm-top,npm,stylelint,category-d-blocked,2,424,"yieldOS bloqueó stylelint: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rollup,npm-top,npm,rollup,allowlist-match,0,278,,auto,
npm:esbuild,npm-top,npm,esbuild,allowlist-match,0,253,,auto,
npm:cookie-parser,npm-top,npm,cookie-parser,verification-passed,0,930,,auto,
npm:biome,npm-top,npm,biome,allowlist-match,0,667,,auto,
npm:parcel,npm-top,npm,parcel,allowlist-match,0,322,,auto,
npm:webpack,npm-top,npm,webpack,allowlist-match,0,593,,auto,
npm:swc,npm-top,npm,swc,allowlist-match,0,364,,auto,
npm:prettier,npm-top,npm,prettier,allowlist-match,0,784,,auto,
npm:@koa/router,npm-top,npm,@koa/router,build-script-not-approved,2,1567,yieldOS bloqueó @koa/router: requiere aprobación de build scripts,auto,
npm:@swc/core,npm-top,npm,@swc/core,category-d-blocked,2,348,"yieldOS bloqueó @swc/core: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:vitest,npm-top,npm,vitest,allowlist-match,0,358,,auto,
npm:jest,npm-top,npm,jest,allowlist-match,0,355,,auto,
npm:@types/jest,npm-top,npm,@types/jest,category-d-blocked,2,358,"yieldOS bloqueó @types/jest: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:ts-jest,npm-top,npm,ts-jest,category-d-blocked,2,301,"yieldOS bloqueó ts-jest: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:mocha,npm-top,npm,mocha,allowlist-match,0,285,,auto,
npm:playwright,npm-top,npm,playwright,allowlist-match,0,261,,auto,
npm:tsup,npm-top,npm,tsup,verification-passed,0,558,yieldOS instaló tsup con advertencias (ver log),auto,
npm:@playwright/test,npm-top,npm,@playwright/test,category-d-blocked,2,301,"yieldOS bloqueó @playwright/test: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer,npm-top,npm,puppeteer,category-d-blocked,2,285,"yieldOS bloqueó puppeteer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:cypress,npm-top,npm,cypress,allowlist-match,0,301,,auto,
npm:puppeteer-core,npm-top,npm,puppeteer-core,category-d-blocked,2,288,"yieldOS bloqueó puppeteer-core: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:got,npm-top,npm,got,allowlist-match,0,263,,auto,
npm:chai,npm-top,npm,chai,verification-passed,0,411,,auto,
npm:turbopack,npm-top,npm,turbopack,category-a-rewrite,2,648,yieldOS realizó una optimización de la instalación de turbopack,auto,
npm:selenium-webdriver,npm-top,npm,selenium-webdriver,category-d-blocked,2,294,"yieldOS bloqueó selenium-webdriver: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:axios,npm-top,npm,axios,allowlist-match,0,365,,auto,
npm:node-fetch,npm-top,npm,node-fetch,native-suggest,2,350,yieldOS sustituyó node-fetch por API nativa: fetch,auto,
npm:ky,npm-top,npm,ky,allowlist-match,0,362,,auto,
npm:@nestjs/core,npm-top,npm,@nestjs/core,build-script-not-approved,2,1857,yieldOS bloqueó @nestjs/core: requiere aprobación de build scripts,auto,
npm:lodash.clonedeep,npm-top,npm,lodash.clonedeep,native-suggest,2,446,yieldOS sustituyó lodash.clonedeep por API nativa: structuredClone,auto,
npm:undici,npm-top,npm,undici,allowlist-match,0,530,,auto,
npm:isomorphic-fetch,npm-top,npm,isomorphic-fetch,native-suggest,2,721,yieldOS sustituyó isomorphic-fetch por API nativa: fetch,auto,
npm:lodash.debounce,npm-top,npm,lodash.debounce,verification-passed,0,644,,auto,
npm:lodash.throttle,npm-top,npm,lodash.throttle,verification-passed,0,647,,auto,
npm:lodash.omit,npm-top,npm,lodash.omit,verification-passed,0,596,,auto,
npm:lodash.merge,npm-top,npm,lodash.merge,verification-passed,0,733,yieldOS instaló lodash.merge con advertencias (ver log),auto,
npm:lodash.pick,npm-top,npm,lodash.pick,verification-passed,0,762,yieldOS instaló lodash.pick con advertencias (ver log),auto,
npm:lodash.isequal,npm-top,npm,lodash.isequal,verification-passed,0,778,,auto,
npm:@hapi/hapi,npm-top,npm,@hapi/hapi,verification-passed,0,2593,,auto,
npm:drizzle-orm,npm-top,npm,drizzle-orm,allowlist-match,0,525,,auto,
npm:prisma,npm-top,npm,prisma,allowlist-match,0,730,,auto,
npm:ramda,npm-top,npm,ramda,build-script-not-approved,2,1411,yieldOS bloqueó ramda: requiere aprobación de build scripts,auto,
npm:cross-fetch,npm-top,npm,cross-fetch,build-script-not-approved,2,1725,yieldOS bloqueó cross-fetch: requiere aprobación de build scripts,auto,
npm:sinon,npm-top,npm,sinon,verification-passed,0,2092,,auto,
npm:@prisma/client,npm-top,npm,@prisma/client,allowlist-match,0,948,,auto,
npm:underscore,npm-top,npm,underscore,verification-passed,0,1585,yieldOS instaló underscore con advertencias (ver log),auto,
npm:moment-timezone,npm-top,npm,moment-timezone,verification-passed,0,1201,yieldOS instaló moment-timezone con advertencias (ver log),auto,
npm:typeorm,npm-top,npm,typeorm,allowlist-match,0,423,,auto,
npm:lodash,npm-top,npm,lodash,verification-passed,0,1942,yieldOS instaló lodash con advertencias (ver log),auto,
npm:sequelize,npm-top,npm,sequelize,allowlist-match,0,415,,auto,
npm:pg,npm-top,npm,pg,allowlist-match,0,297,,auto,
npm:moment,npm-top,npm,moment,verification-passed,0,1356,yieldOS instaló moment con advertencias (ver log),auto,
npm:redis,npm-top,npm,redis,allowlist-match,0,374,,auto,
npm:mongoose,npm-top,npm,mongoose,allowlist-match,0,734,,auto,
npm:mongodb,npm-top,npm,mongodb,allowlist-match,0,362,,auto,
npm:ioredis,npm-top,npm,ioredis,allowlist-match,0,407,,auto,
npm:sqlite3,npm-top,npm,sqlite3,allowlist-match,0,354,,auto,
npm:better-sqlite3,npm-top,npm,better-sqlite3,allowlist-match,0,356,,auto,
npm:mysql,npm-top,npm,mysql,category-d-blocked,2,568,"yieldOS bloqueó mysql: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:mysql2,npm-top,npm,mysql2,allowlist-match,0,629,,auto,
npm:knex,npm-top,npm,knex,allowlist-match,0,357,,auto,
npm:kysely,npm-top,npm,kysely,allowlist-match,0,367,,auto,
npm:remeda,npm-top,npm,remeda,verification-passed,0,2282,,auto,
npm:zod,npm-top,npm,zod,allowlist-match,0,260,,auto,
npm:ajv,npm-top,npm,ajv,category-d-blocked,2,255,"yieldOS bloqueó ajv: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:luxon,npm-top,npm,luxon,build-script-not-approved,2,1832,yieldOS bloqueó luxon: requiere aprobación de build scripts,auto,
npm:chalk,npm-top,npm,chalk,native-suggest,2,241,yieldOS sustituyó chalk por API nativa: util.styleText(),auto,
npm:dayjs,npm-top,npm,dayjs,verification-passed,0,1984,,auto,
npm:colors,npm-top,npm,colors,denylist-match,2,317,yieldOS bloqueó colors: self-sabotage attack 2022; corrupted output infinite loop,auto,
npm:@js-joda/core,npm-top,npm,@js-joda/core,verification-passed,0,2007,,auto,
npm:picocolors,npm-top,npm,picocolors,category-a-rewrite,2,626,yieldOS realizó una optimización de la instalación de picocolors,auto,
npm:yup,npm-top,npm,yup,verification-passed,0,1015,,auto,
npm:kleur,npm-top,npm,kleur,category-a-rewrite,2,920,yieldOS realizó una optimización de la instalación de kleur,auto,
npm:valibot,npm-top,npm,valibot,verification-passed,0,1019,yieldOS instaló valibot con advertencias (ver log),auto,
npm:log-symbols,npm-top,npm,log-symbols,verification-passed,0,948,,auto,
npm:ora,npm-top,npm,ora,verification-passed,0,1067,,auto,
npm:@types/yup,npm-top,npm,@types/yup,category-a-rewrite,2,1370,yieldOS realizó una optimización de la instalación de @types/yup,auto,
npm:boxen,npm-top,npm,boxen,verification-passed,0,1255,,auto,
npm:cli-progress,npm-top,npm,cli-progress,verification-passed,0,1262,,auto,
npm:minimist,npm-top,npm,minimist,verification-passed,0,1074,yieldOS instaló minimist con advertencias (ver log),auto,
npm:commander,npm-top,npm,commander,verification-passed,0,1187,,auto,
npm:arg,npm-top,npm,arg,category-a-rewrite,2,1202,yieldOS realizó una optimización de la instalación de arg,auto,
npm:joi,npm-top,npm,joi,verification-passed,0,2065,,auto,
npm:nanoid,npm-top,npm,nanoid,native-suggest,2,554,yieldOS sustituyó nanoid por API nativa: crypto.randomUUID() or custom Uint8Array,auto,
npm:commander-js,npm-top,npm,commander-js,category-a-rewrite,2,1106,yieldOS realizó una optimización de la instalación de commander-js,auto,
npm:uuid,npm-top,npm,uuid,native-suggest,2,621,yieldOS sustituyó uuid por API nativa: crypto.randomUUID(),auto,
npm:io-ts,npm-top,npm,io-ts,verification-passed,0,2195,,auto,
npm:yargs,npm-top,npm,yargs,build-script-not-approved,2,1845,yieldOS bloqueó yargs: requiere aprobación de build scripts,auto,
npm:shortid,npm-top,npm,shortid,category-a-rewrite,2,780,yieldOS realizó una optimización de la instalación de shortid,auto,
npm:prompts,npm-top,npm,prompts,verification-passed,0,1184,,auto,
npm:ulid,npm-top,npm,ulid,verification-passed,0,665,,auto,
npm:cuid,npm-top,npm,cuid,category-a-rewrite,2,1114,yieldOS realizó una optimización de la instalación de cuid,auto,
npm:enquirer,npm-top,npm,enquirer,verification-passed,0,1259,,auto,
npm:ms,npm-top,npm,ms,category-a-rewrite,2,617,yieldOS realizó una optimización de la instalación de ms,auto,
npm:rambda,npm-top,npm,rambda,verification-passed,0,4578,,auto,
npm:pretty-bytes,npm-top,npm,pretty-bytes,category-a-rewrite,2,1001,yieldOS realizó una optimización de la instalación de pretty-bytes,auto,
npm:filesize,npm-top,npm,filesize,verification-passed,0,981,,auto,
npm:mitt,npm-top,npm,mitt,category-a-rewrite,2,813,yieldOS realizó una optimización de la instalación de mitt,auto,
npm:bytes,npm-top,npm,bytes,category-a-rewrite,2,1036,yieldOS realizó una optimización de la instalación de bytes,auto,
npm:tiny-emitter,npm-top,npm,tiny-emitter,verification-passed,0,832,,auto,
npm:p-limit,npm-top,npm,p-limit,category-a-rewrite,2,517,yieldOS realizó una optimización de la instalación de p-limit,auto,
npm:p-retry,npm-top,npm,p-retry,category-a-rewrite,2,460,yieldOS realizó una optimización de la instalación de p-retry,auto,
npm:eventemitter3,npm-top,npm,eventemitter3,category-a-rewrite,2,872,yieldOS realizó una optimización de la instalación de eventemitter3,auto,
npm:p-queue,npm-top,npm,p-queue,verification-passed,0,695,,auto,
npm:@inquirer/prompts,npm-top,npm,@inquirer/prompts,verification-passed,0,2073,,auto,
npm:humanize-duration,npm-top,npm,humanize-duration,verification-passed,0,1167,,auto,
npm:p-map,npm-top,npm,p-map,category-a-rewrite,2,724,yieldOS realizó una optimización de la instalación de p-map,auto,
npm:events,npm-top,npm,events,verification-passed,0,862,,auto,
npm:p-throttle,npm-top,npm,p-throttle,category-a-rewrite,2,345,yieldOS realizó una optimización de la instalación de p-throttle,auto,
npm:inquirer,npm-top,npm,inquirer,verification-passed,0,2476,,auto,
npm:@commander-js/extra-typings,npm-top,npm,@commander-js/extra-typings,verification-passed,0,2589,,auto,
npm:p-timeout,npm-top,npm,p-timeout,category-a-rewrite,2,552,yieldOS realizó una optimización de la instalación de p-timeout,auto,
npm:cross-env,npm-top,npm,cross-env,native-suggest,2,367,yieldOS sustituyó cross-env por API nativa: node --env-file=.env or shell prefix,auto,
npm:dotenv,npm-top,npm,dotenv,native-suggest,2,446,yieldOS sustituyó dotenv por API nativa: node --env-file=.env,auto,
npm:keyv,npm-top,npm,keyv,verification-passed,0,635,,auto,
npm:node-cache,npm-top,npm,node-cache,verification-passed,0,674,,auto,
npm:dotenv-expand,npm-top,npm,dotenv-expand,category-a-rewrite,2,509,yieldOS realizó una optimización de la instalación de dotenv-expand,auto,
npm:mkdirp,npm-top,npm,mkdirp,native-suggest,2,582,yieldOS sustituyó mkdirp por API nativa: fs.mkdir({recursive: true}),auto,
npm:rimraf,npm-top,npm,rimraf,native-suggest,2,688,"yieldOS sustituyó rimraf por API nativa: fs.rm({recursive: true, force: true})",auto,
npm:bluebird,npm-top,npm,bluebird,verification-passed,0,1042,,auto,
npm:fs-extra,npm-top,npm,fs-extra,verification-passed,0,819,,auto,
npm:lru-cache,npm-top,npm,lru-cache,build-script-not-approved,2,1068,yieldOS bloqueó lru-cache: requiere aprobación de build scripts,auto,
npm:trash,npm-top,npm,trash,verification-passed,0,615,,auto,
npm:find-up-cli,npm-top,npm,find-up-cli,verification-passed,0,468,,auto,
npm:async,npm-top,npm,async,verification-passed,0,1256,yieldOS instaló async con advertencias (ver log),auto,
npm:graceful-fs,npm-top,npm,graceful-fs,category-a-rewrite,2,992,yieldOS realizó una optimización de la instalación de graceful-fs,auto,
npm:fast-glob,npm-top,npm,fast-glob,verification-passed,0,685,,auto,
npm:tempy,npm-top,npm,tempy,verification-passed,0,1042,,auto,
npm:find-up,npm-top,npm,find-up,verification-passed,0,1038,,auto,
npm:tiny-glob,npm-top,npm,tiny-glob,verification-passed,0,757,,auto,
npm:micromatch,npm-top,npm,micromatch,verification-passed,0,738,yieldOS instaló micromatch con advertencias (ver log),auto,
npm:http-proxy-middleware,npm-top,npm,http-proxy-middleware,allowlist-match,0,530,,auto,
npm:http-proxy,npm-top,npm,http-proxy,allowlist-match,0,710,,auto,
npm:qs,npm-top,npm,qs,native-suggest,2,355,yieldOS sustituyó qs por API nativa: URLSearchParams,auto,
npm:del,npm-top,npm,del,verification-passed,0,1720,,auto,
npm:chokidar,npm-top,npm,chokidar,verification-passed,0,1021,,auto,
npm:cookie-parser,npm-top,npm,cookie-parser,verification-passed,0,467,,auto,
npm:fb-watchman,npm-top,npm,fb-watchman,category-a-rewrite,2,1020,yieldOS realizó una optimización de la instalación de fb-watchman,auto,
npm:query-string,npm-top,npm,query-string,native-suggest,2,358,yieldOS sustituyó query-string por API nativa: URLSearchParams,auto,
npm:watchpack,npm-top,npm,watchpack,verification-passed,0,1093,,auto,
npm:minimatch,npm-top,npm,minimatch,build-script-not-approved,2,1274,yieldOS bloqueó minimatch: requiere aprobación de build scripts,auto,
npm:date-fns,npm-top,npm,date-fns,verification-passed,0,7354,,auto,
npm:cookie,npm-top,npm,cookie,build-script-not-approved,2,835,yieldOS bloqueó cookie: requiere aprobación de build scripts,auto,
npm:proxy-agent,npm-top,npm,proxy-agent,verification-passed,0,1003,,auto,
npm:picomatch,npm-top,npm,picomatch,verification-passed,0,1380,yieldOS instaló picomatch con advertencias (ver log),auto,
npm:globby,npm-top,npm,globby,verification-passed,0,1849,,auto,
npm:tough-cookie,npm-top,npm,tough-cookie,verification-passed,0,933,yieldOS instaló tough-cookie con advertencias (ver log),auto,
npm:csv-stringify,npm-top,npm,csv-stringify,verification-passed,0,626,,auto,
npm:js-yaml,npm-top,npm,js-yaml,verification-passed,0,625,yieldOS instaló js-yaml con advertencias (ver log),auto,
npm:fast-querystring,npm-top,npm,fast-querystring,category-a-rewrite,2,833,yieldOS realizó una optimización de la instalación de fast-querystring,auto,
npm:papaparse,npm-top,npm,papaparse,verification-passed,0,1031,yieldOS instaló papaparse con advertencias (ver log),auto,
npm:yaml,npm-top,npm,yaml,verification-passed,0,1046,yieldOS instaló yaml con advertencias (ver log),auto,
npm:mdx-bundler,npm-top,npm,mdx-bundler,category-d-blocked,2,493,"yieldOS bloqueó mdx-bundler: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jsdom,npm-top,npm,jsdom,category-d-blocked,2,455,"yieldOS bloqueó jsdom: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:remark,npm-top,npm,remark,verification-passed,0,965,,auto,
npm:csv-parse,npm-top,npm,csv-parse,verification-passed,0,1394,yieldOS instaló csv-parse con advertencias (ver log),auto,
npm:formidable,npm-top,npm,formidable,category-d-blocked,2,388,"yieldOS bloqueó formidable: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@iarna/toml,npm-top,npm,@iarna/toml,build-script-not-approved,2,1429,yieldOS bloqueó @iarna/toml: requiere aprobación de build scripts,auto,
npm:form-data,npm-top,npm,form-data,category-d-blocked,2,435,"yieldOS bloqueó form-data: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:marked,npm-top,npm,marked,verification-passed,0,1354,yieldOS instaló marked con advertencias (ver log),auto,
npm:cheerio,npm-top,npm,cheerio,build-script-not-approved,2,950,yieldOS bloqueó cheerio: requiere aprobación de build scripts,auto,
npm:rehype,npm-top,npm,rehype,verification-passed,0,1329,,auto,
npm:glob,npm-top,npm,glob,build-script-not-approved,2,3075,yieldOS bloqueó glob: requiere aprobación de build scripts,auto,
npm:micromark,npm-top,npm,micromark,verification-passed,0,1208,,auto,
npm:fast-csv,npm-top,npm,fast-csv,verification-passed,0,1702,yieldOS instaló fast-csv con advertencias (ver log),auto,
npm:markdown-it,npm-top,npm,markdown-it,verification-passed,0,1424,yieldOS instaló markdown-it con advertencias (ver log),auto,
npm:parse5,npm-top,npm,parse5,verification-passed,0,691,,auto,
npm:remark-parse,npm-top,npm,remark-parse,verification-passed,0,1471,,auto,
npm:graphql,npm-top,npm,graphql,category-d-blocked,2,520,"yieldOS bloqueó graphql: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:apollo-server-express,npm-top,npm,apollo-server-express,category-d-blocked,2,498,"yieldOS bloqueó apollo-server-express: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:multer,npm-top,npm,multer,verification-passed,0,848,yieldOS instaló multer con advertencias (ver log),auto,
npm:engine.io,npm-top,npm,engine.io,verification-passed,0,1064,yieldOS instaló engine.io con advertencias (ver log),auto,
npm:socket.io,npm-top,npm,socket.io,verification-passed,0,1107,yieldOS instaló socket.io con advertencias (ver log),auto,
npm:redis-cli,npm-top,npm,redis-cli,category-d-blocked,2,960,"yieldOS bloqueó redis-cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-html-parser,npm-top,npm,node-html-parser,build-script-not-approved,2,2145,yieldOS bloqueó node-html-parser: requiere aprobación de build scripts,auto,
npm:@google-cloud/pubsub,npm-top,npm,@google-cloud/pubsub,allowlist-match,0,1192,,auto,
npm:engine.io-client,npm-top,npm,engine.io-client,verification-passed,0,1851,yieldOS instaló engine.io-client con advertencias (ver log),auto,
npm:@aws-sdk/client-s3,npm-top,npm,@aws-sdk/client-s3,allowlist-match,0,846,,auto,
npm:graphql-tag,npm-top,npm,graphql-tag,verification-passed,0,1845,,auto,
npm:busboy,npm-top,npm,busboy,verification-passed,0,2368,,auto,
npm:amqplib,npm-top,npm,amqplib,verification-passed,0,1444,,auto,
npm:@aws-sdk/client-sqs,npm-top,npm,@aws-sdk/client-sqs,allowlist-match,0,1020,,auto,
npm:socket.io-client,npm-top,npm,socket.io-client,verification-passed,0,2181,,auto,
npm:nodemailer,npm-top,npm,nodemailer,category-d-blocked,2,374,"yieldOS bloqueó nodemailer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport,npm-top,npm,passport,allowlist-match,0,367,,auto,
npm:passport-google-oauth20,npm-top,npm,passport-google-oauth20,category-d-blocked,2,257,"yieldOS bloqueó passport-google-oauth20: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-jwt,npm-top,npm,passport-jwt,category-d-blocked,2,304,"yieldOS bloqueó passport-jwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-github2,npm-top,npm,passport-github2,category-d-blocked,2,335,"yieldOS bloqueó passport-github2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-facebook,npm-top,npm,passport-facebook,category-d-blocked,2,299,"yieldOS bloqueó passport-facebook: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@mdx-js/mdx,npm-top,npm,@mdx-js/mdx,verification-passed,0,3650,,auto,
npm:next-auth,npm-top,npm,next-auth,allowlist-match,0,373,,auto,
npm:nodemailer-smtp-transport,npm-top,npm,nodemailer-smtp-transport,verification-passed,0,733,,auto,
npm:lucia,npm-top,npm,lucia,allowlist-match,0,361,,auto,
npm:node-cron,npm-top,npm,node-cron,verification-passed,0,1055,,auto,
npm:passport-local,npm-top,npm,passport-local,category-d-blocked,2,622,"yieldOS bloqueó passport-local: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@clerk/clerk-sdk-node,npm-top,npm,@clerk/clerk-sdk-node,allowlist-match,0,370,,auto,
npm:@auth0/auth0-react,npm-top,npm,@auth0/auth0-react,allowlist-match,0,348,,auto,
npm:bcrypt,npm-top,npm,bcrypt,allowlist-match,0,363,,auto,
npm:bcryptjs,npm-top,npm,bcryptjs,allowlist-match,0,519,,auto,
npm:argon2,npm-top,npm,argon2,allowlist-match,0,526,,auto,
npm:ws,npm-top,npm,ws,verification-passed,0,3152,yieldOS instaló ws con advertencias (ver log),auto,
npm:argon2-browser,npm-top,npm,argon2-browser,category-d-blocked,2,530,"yieldOS bloqueó argon2-browser: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jsonwebtoken,npm-top,npm,jsonwebtoken,allowlist-match,0,518,,auto,
npm:crypto-js,npm-top,npm,crypto-js,category-d-blocked,2,390,"yieldOS bloqueó crypto-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jws,npm-top,npm,jws,verification-passed,0,501,yieldOS instaló jws con advertencias (ver log),auto,
npm:express-jwt,npm-top,npm,express-jwt,category-d-blocked,2,535,"yieldOS bloqueó express-jwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jose,npm-top,npm,jose,allowlist-match,0,597,,auto,
npm:node-forge,npm-top,npm,node-forge,category-d-blocked,2,323,"yieldOS bloqueó node-forge: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:scrypt-js,npm-top,npm,scrypt-js,category-d-blocked,2,717,"yieldOS bloqueó scrypt-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:scrypt-kdf,npm-top,npm,scrypt-kdf,category-d-blocked,2,791,"yieldOS bloqueó scrypt-kdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:express-rate-limit,npm-top,npm,express-rate-limit,category-d-blocked,2,275,"yieldOS bloqueó express-rate-limit: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:csurf,npm-top,npm,csurf,category-d-blocked,2,366,"yieldOS bloqueó csurf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:csrf,npm-top,npm,csrf,category-d-blocked,2,399,"yieldOS bloqueó csrf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@sentry/react,npm-top,npm,@sentry/react,category-d-blocked,2,235,"yieldOS bloqueó @sentry/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
